benchmark,seed,project_id,base_model_id,model_id,solution,nmse_test,nmse_test_noiseless,success
Nguyen-10,0,63aa4d4fb51dc8ac0a3f71f3,63aa4d9577be9c52e6065e41,63aa4daafb3eed86d0065eb8,sin(x1)*cos(x2) + cos(x2)*sin(x1 + x2*sin(x1) - x2*sin(x1)),1.2381377887559484e-31,1.2381377887559484e-31,True
Nguyen-1,1,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa4dc0e30795689f7c29ac,x1 + (x1^3 + x1^4 - x1^4 - x1^5)/(x1 - x1^2),1.7492959871976393e-30,1.7492959871976393e-30,True
Nguyen-2,1,63aa4c8bdaeddbbfe09b1819,63aa4d7fe30795689f7c2959,63aa4ddffb3eed86d0065ef7,x1 + x1^3 + x1^4 + x1^2*cos(x1^2 - x1^2),8.720368725191477e-32,8.720368725191477e-32,True
Nguyen-12,0,63aa4d6440145dcdfd3f7473,63aa4da9c644f4f281915161,63aa4dc4fb3eed86d0065ee1,(x1^4 - x1^3)/cos(x1*x2 - sin(x1)) - sin(x2*sin(cos(x2))),0.004527938110427457,0.004527938110427457,False
Nguyen-6,1,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa4e0ec644f4f2819151bb,sin(x1) + sin(x1 + x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-9,1,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa4e42c644f4f281915202,sin(x2^2) + sin(x1 + x2^2 - x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-5,1,63aa4c8bb51dc8ac0a3f71d0,63aa4ceccff80dfaa7065e20,63aa4e098991ac9fbc7c29fc,cos(x1)*sin(x1^2) - cos(x1^2 - x1^2),2.0524541829413397e-31,2.0524541829413397e-31,True
Nguyen-7,1,63aa4c8b7decfb212e9b17cc,63aa4d77e30795689f7c294a,63aa4e0e8991ac9fbc7c2a0b,x1 + x1^2/(x1^2 + exp(cos(sin(x1))) + cos(exp(cos(sin(x1))))),1.2378772912937953e-05,1.2378772912937953e-05,False
Nguyen-4,1,63aa4c8b9aa9915ada3f7220,63aa4cecc644f4f2819150c0,63aa4e043de70dd61e915140,x1 + x1^2*exp(sin(x1)) + x1^4*sin(x1) + x1^4*exp(x1) + sin(x1)*sin(x1 + x1^2 + x1^4 + sin(sin(sin(x1) + sin(sin(x1))))) - x1^5 - x1*sin(x1 + x1^2 + x1^4 + sin(sin(sin(x1) + sin(sin(x1))))),9.708285169409856e-06,9.708285169409856e-06,False
Nguyen-8,1,63aa4c8b07c9d0fcdf3f73ac,63aa4cd6e30795689f7c28f2,63aa4e19c644f4f2819151cc,log(x1 + (x1 + x1^2 + x1*exp(x1))/(exp(x1) + cos(log(x1))) + cos(x1)),0.11640484148269052,0.11640484148269052,False
Nguyen-3,1,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa4dfd3de70dd61e915132,x1 + x1^2*exp(x1*cos(cos(x1^2))) + x1^3*cos(cos(x1))*exp(x1*cos(sin(x1^2*sin(x1/cos(x1 + cos(x1) - x1*cos(x1^2)))))),0.0001714936549621923,0.0001714936549621923,False
Nguyen-1,2,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa4e9677be9c52e6065e7e,x1 + x1^2 + x1^3,5.208995996872335e-33,5.208995996872335e-33,True
Nguyen-10,1,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa4e70e30795689f7c2a1e,x1*cos(x2) + sin(cos(x2)*sin(sin(x1))),0.0006233890151101767,0.0006233890151101767,False
Nguyen-2,2,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa4e96e30795689f7c2a51,x1 + x1^2 + x1^3 + x1^4 + x1^6 - x1^6,2.892219201253982e-32,2.892219201253982e-32,True
Nguyen-11,1,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa4e778991ac9fbc7c2a31,exp((x2^2*log(x1) + x2*cos(x2)*log(x1))/(x2 + cos(x2))),6.756943149771103e-32,6.756943149771103e-32,True
Nguyen-6,2,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa4ecbc644f4f281915280,sin(x1 + x1^2) + sin(x1 + x1^2 - x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-4,2,63aa4c8b9aa9915ada3f7220,63aa4cecc644f4f2819150c0,63aa4ea68991ac9fbc7c2a4c,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6 + x1^7 + x1^8 + x1^9 + x1^10 - x1^7 - x1^8 - x1^9 - x1^10,2.351811450467958e-31,2.351811450467958e-31,True
Nguyen-3,2,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa4ea2f5f2ba12919150c0,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6 - x1^6,2.7009460839094717e-32,2.7009460839094717e-32,True
Nguyen-9,2,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa4eda8991ac9fbc7c2a66,sin(x1) + sin(x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-8,2,63aa4c8b07c9d0fcdf3f73ac,63aa4e19c644f4f2819151cc,63aa4ed53f204944ee91512b,exp((x1^2 - x1)/(x1 + x1^2)),0.02234936003301291,0.02234936003301291,False
Nguyen-5,2,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa4eb3c644f4f28191525d,sin(x1^2) - x1*sin(x1)*sin(x1*sin(x1)) - cos(sin(x1 + x1^2 - x1^2)^2),8.983454728537114e-06,8.983454728537114e-06,False
Nguyen-7,2,63aa4c8b7decfb212e9b17cc,63aa4d77e30795689f7c294a,63aa4ecec644f4f28191528d,log(1 + x1 + x1^2 + x1^3),1.725327204385881e-32,1.725327204385881e-32,True
Nguyen-12,1,63aa4d6440145dcdfd3f7473,63aa4dc4fb3eed86d0065ee1,63aa4e87e30795689f7c2a37,x1^4*log(x1) - x2*cos(x2) - cos(x2)^3*sin(cos(x2))*log(cos(x2)) - x1^3*sin(x1)*log(x1)^2*cos(sin(x1))*exp(x1^2*cos(x2)^2*log(x1) + x1^3*cos(x2)^2*log(x1)),0.00021755495426520067,0.00021755495426520067,False
Nguyen-11,2,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa4f23e30795689f7c2ab4,exp(x2*log(x1)),6.142675590701004e-32,6.142675590701004e-32,True
Nguyen-2,3,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa4f3e7fff6cd12f065e8e,x1 + x1^3 + x1^4 + x1^2*cos(x1^2 - x1^2),8.720368725191477e-32,8.720368725191477e-32,True
Nguyen-1,3,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa4f3e8991ac9fbc7c2a83,x1 + (x1^3 + x1^2*sin(x1) + x1^4 + x1^3*sin(x1))/(x1 + sin(x1)),1.503729033059372e-32,1.503729033059372e-32,True
Nguyen-5,3,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa4f47c644f4f281915301,cos(x1)*sin(x1^2) - cos(x1^2 - x1^2),2.0524541829413397e-31,2.0524541829413397e-31,True
Nguyen-3,3,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa4f40d0a1d299a6065ca6,x1 + x1^2 + x1^3 + x1^4 + x1^5,2.710993779176282e-32,2.710993779176282e-32,True
Nguyen-10,2,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa4f10e30795689f7c2a9d,sin(x1)/exp(x2^2 + x2^5*cos(x2) + x2^11*sin(x2)*cos(x2) + x2^14*sin(x1)^2*sin(x2) + x2^14*sin(x2)*cos(x2)^2) + sin(x1),9.65192740267802e-05,9.65192740267802e-05,False
Nguyen-12,2,63aa4d6440145dcdfd3f7473,63aa4dc4fb3eed86d0065ee1,63aa4f34d0a1d299a6065c8d,cos(x1/log(x1 - x1^2)) - sin(x2 + sin(sin(sin(x2))) - sin(sin(sin(sin(x2))))) - cos(sin(x2 + sin(sin(sin(x2))) - sin(sin(sin(sin(x2)))))),0.0007364066802281248,0.0007364066802281248,False
Nguyen-4,3,63aa4c8b9aa9915ada3f7220,63aa4ea68991ac9fbc7c2a4c,63aa4f41d0a1d299a6065cb1,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6 + x1^7 - x1^7,2.3501330681894087e-31,2.3501330681894087e-31,True
Nguyen-6,3,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa4f724bf9b3f96c914e85,sin(x1 + x1^2) + sin(x1 + x1^2 - x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-7,3,63aa4c8b7decfb212e9b17cc,63aa4ecec644f4f28191528d,63aa4f9c4bf9b3f96c914eb7,log(cos(0) + x1 + x1^2 + x1^3),1.725327204385881e-32,1.725327204385881e-32,True
Nguyen-9,3,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa4fbae30795689f7c2b35,sin(x2^2) + sin(x1 + x2^2 - x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-10,3,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa4fbd4bf9b3f96c914ee2,sin(x1 + x2) + sin(x1 - x2),1.998350329364439e-31,1.998350329364439e-31,True
Nguyen-1,4,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa4fcee30795689f7c2b4a,x1 + x1^2 + x1^3,5.208995996872335e-33,5.208995996872335e-33,True
Nguyen-11,3,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa4fc0d0a1d299a6065cfb,exp((x1*x2^2*log(x1) + x2^3*log(x1))/(x1*x2 + x2^2)),8.394989973958037e-32,8.394989973958037e-32,True
Nguyen-8,3,63aa4c8b07c9d0fcdf3f73ac,63aa4e19c644f4f2819151cc,63aa4fb63de70dd61e9151b1,log(x1 + exp(x1/(x1 + sin(sin(x1 + exp(sin(log(x1 + x1^2 - x1*sin(x1))) - x1)))))),0.0032206970087680594,0.0032206970087680594,False
Nguyen-2,4,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa4fd0e30795689f7c2b55,x1 + x1^2 + x1^3 + x1^4,2.892219201253982e-32,2.892219201253982e-32,True
Nguyen-3,4,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa4fe6d0a1d299a6065d1d,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6 - x1^6,2.7009460839094717e-32,2.7009460839094717e-32,True
Nguyen-12,3,63aa4d6440145dcdfd3f7473,63aa4e87e30795689f7c2a37,63aa4fc08991ac9fbc7c2abe,sin(x1^3*sin(x1) - x1^2*sin(x1) - sin(sin(sin(x2)))*cos(sin(sin(sin(x2 + x2*sin(cos(sin(x2 + x1*cos(x1) - x2^4))) - x2^2))))),0.0016238448310468064,0.0016238448310468064,False
Nguyen-6,4,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa50274bf9b3f96c914f4c,sin(x1 + x1^2) + sin(x1 + x1^2 - x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-9,4,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa50338991ac9fbc7c2af1,sin(x1) + sin(x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-5,4,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa50214bf9b3f96c914f3f,sin(log(cos(log(cos(x1))))) - cos(x1)*cos(x1*cos(x1^2*sin(cos(x1)))),3.62389345793462e-06,3.62389345793462e-06,False
Nguyen-7,4,63aa4c8b7decfb212e9b17cc,63aa4ecec644f4f28191528d,63aa50290dbd306bda7c2aee,log(1 + x1 + x1^2 + x1^3),1.725327204385881e-32,1.725327204385881e-32,True
Nguyen-10,4,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa503a4bf9b3f96c914f65,x1 + sin(x1)/(x1*x2 + exp(x2^3 + x2^5 + x1^2*x2^10*exp(x1) + x1^4*x2^9*exp(x1) + x1^2*x2^12*exp(x1))),0.0022235236245430707,0.0022235236245430707,False
Nguyen-8,4,63aa4c8b07c9d0fcdf3f73ac,63aa4fb63de70dd61e9151b1,63aa502ed0a1d299a6065d59,log(x1 + log(x1 + cos(x1)) + exp(sin(sin(log(x1 + cos(x1)*cos(sin(x1))*cos(sin(log(x1 + cos(sin(cos(x1^2)) - x1))))))))),0.004964170720801866,0.004964170720801866,False
Nguyen-4,4,63aa4c8b9aa9915ada3f7220,63aa4ea68991ac9fbc7c2a4c,63aa501ddd44135405915113,x1 + x1^2*exp(x1) + x1^2*sin(x1)^2 + x1^4*sin(x1) + sin(x1^4*sin(x1)*sin(x1^5/cos(x1^6))),0.00018984622566288332,0.00018984622566288332,False
Nguyen-11,4,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa50710dbd306bda7c2b01,exp((x1*x2*log(x1) + x2*sin(x1)*log(x1))/(x1 + sin(x1))),5.579596994886745e-32,5.579596994886745e-32,True
Nguyen-1,5,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa5097094ab2781b065c30,x1 + x1^2 + x1^3,5.208995996872335e-33,5.208995996872335e-33,True
Nguyen-12,4,63aa4d6440145dcdfd3f7473,63aa4e87e30795689f7c2a37,63aa508a3de70dd61e9151e3,(x2^2 + x1^3*sin(x2)*cos(log(sin(x2))) - x1*x2*cos(x1))/exp(x2 + x1^4*cos(log(x2^2*cos(x1) + x2^5 + x1^11))) - sin(x2),0.03434548374878347,0.03434548374878347,False
Nguyen-6,5,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa50c98991ac9fbc7c2b32,sin(x1) + sin(x1 + x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-2,5,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa50a8094ab2781b065c4b,x1 + x1^2 + x1^3 + x1^4,2.892219201253982e-32,2.892219201253982e-32,True
Nguyen-4,5,63aa4c8b9aa9915ada3f7220,63aa4ea68991ac9fbc7c2a4c,63aa50b2094ab2781b065c5f,sin(x1)*exp(x1 + x1^2) + x1^3*sin(x1)*cos(x1*cos(cos(x1)) + sin(x1)/(x1*cos(cos(x1)))),5.1586611129824674e-05,5.1586611129824674e-05,False
Nguyen-5,5,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa50bfe698aefb42914e80,x1*sin(x1)*cos(x1*sin(sin(x1))) - cos(x1) - x1*sin(x1) - cos(x1)*cos(sin(x1))*log(cos(x1)),9.75504793979793e-06,9.75504793979793e-06,False
Nguyen-9,5,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa51088991ac9fbc7c2b47,sin(x1) + sin(x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-3,5,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa50b04bf9b3f96c914fc4,x1*exp(x1 + x1^2*cos(cos(x1^3*cos(x1) - x1)*cos(x1*sin(x1) - x1^5*cos(x1^3*cos(cos(x1)) - x1)))),0.00013486148535579227,0.00013486148535579227,False
Nguyen-11,5,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa510b094ab2781b065cb8,exp(x2*log(x1)),6.142675590701004e-32,6.142675590701004e-32,True
Nguyen-8,5,63aa4c8b07c9d0fcdf3f73ac,63aa4fb63de70dd61e9151b1,63aa50e1094ab2781b065c8b,log(x1 + exp(x1/(x1 + sin(sin(x1 + x1/exp(x1*log(x1) + cos(log(x1)))))))),0.00014366582297761917,0.00014366582297761917,False
Nguyen-7,5,63aa4c8b7decfb212e9b17cc,63aa50290dbd306bda7c2aee,63aa50ca094ab2781b065c75,log(1 + x1 + x1^2 + x1^3),1.725327204385881e-32,1.725327204385881e-32,True
Nguyen-10,5,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa5108e30795689f7c2c11,x1*cos(x2) + sin(sin(x1))*cos(sin(sin(x1)) - x2 - sin(x1)),0.0006612078311732086,0.0006612078311732086,False
Nguyen-1,6,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa515c69665e408a065e9b,x1 + x1^2 + x1^3,5.208995996872335e-33,5.208995996872335e-33,True
Nguyen-2,6,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa516b19ac74bd0a914e7b,x1 + x1^2 + (x1^4 + x1^5)/(x1 + x1^2 - x1^2),3.3366156024542154e-32,3.3366156024542154e-32,True
Nguyen-6,6,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa517619ac74bd0a914e9e,sin(x1 + x1^2) + sin(x1 + x1^2 - x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-3,6,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa516b094ab2781b065cf2,x1 + x1^2 + x1^3 + x1^4 + x1^3*sin(x1) + x1^5 - x1^3*sin(x1),1.1070676241162539e-31,1.1070676241162539e-31,True
Nguyen-7,6,63aa4c8b7decfb212e9b17cc,63aa50290dbd306bda7c2aee,63aa5176094ab2781b065d17,log(x1 + x1^2 + x1^3 + cos(x1^2 - x1^2)),3.4320897616549723e-32,3.4320897616549723e-32,True
Nguyen-12,5,63aa4d6440145dcdfd3f7473,63aa4e87e30795689f7c2a37,63aa51490dbd306bda7c2b33,cos(sin(x1)^2 + x1*sin(x1)*cos(x2) - x1^2*sin(x1)^2*cos(x2) - x1^2*sin(x1)^2*cos(x1^2 + x1^7*sin(x1)^3*cos(x2) + x1^5*sin(x1)^6 + x1^5*sin(x1)^6*cos(x2) - x1^7*sin(x1)^2 - x1^3*sin(x1)^3*cos(x2)^2 - x1^8*sin(x1)^4*cos(x2) - x1^8*sin(x1)^9*cos(x2))) - x2 - cos(x2),0.0033945814887561977,0.0033945814887561977,False
Nguyen-4,6,63aa4c8b9aa9915ada3f7220,63aa4ea68991ac9fbc7c2a4c,63aa516f19ac74bd0a914e8c,x1*cos(sin(x1^2)*cos(x1*sin(x1)/(exp(x1)*sin(x1^2)))) + x1*sin(x1)*exp(x1 + (x1^2*sin(x1) + x1*sin(x1)^2)/(x1 + sin(x1))),3.168035569161431e-05,3.168035569161431e-05,False
Nguyen-8,6,63aa4c8b07c9d0fcdf3f73ac,63aa50e1094ab2781b065c8b,63aa51964bf9b3f96c914fff,log(x1 + cos(x1) + log(x1 + x1*sin(x1) + x1^3 + sin(x1)*cos(x1) + cos(x1) - x1^2*cos(x1))),0.0039778632116029946,0.0039778632116029946,False
Nguyen-5,6,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa5174094ab2781b065d09,x1^2*cos(x1)*cos(x1^2)*cos(cos(x1)^2*sin(x1*cos(cos(x1))*cos(x1*sin(x1)))) - cos(x1)^2 - x1^2*cos(x1),2.0073035617728799e-07,2.0073035617728799e-07,False
Nguyen-9,6,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa51cf094ab2781b065d5b,sin(x1) + sin(x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-11,6,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa51df094ab2781b065d77,exp(x2*log(x1)),6.142675590701004e-32,6.142675590701004e-32,True
Nguyen-10,6,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa51d9094ab2781b065d6a,x1*cos(x2) + cos(x2)*sin(sin(sin(x1))),0.0007931291771390968,0.0007931291771390968,False
Nguyen-1,7,63aa4c8bdaeddbbfe09b1818,63aa4d76fb3eed86d0065e7c,63aa51ebe30795689f7c2ca4,x1 + (x1^3 + x1^4 + x1^2*sin(cos(x1)/x1) + x1^3*sin(cos(x1)/x1))/(x1 + sin(cos(x1)/x1)),9.631728447046958e-33,9.631728447046958e-33,True
Nguyen-2,7,63aa4c8bdaeddbbfe09b1819,63aa4d9ae30795689f7c297b,63aa51f1e30795689f7c2cb5,x1^3 + x1^4 + (x1^2 + x1^3)/(x1 + x1^2 - x1^2),8.312398258515851e-32,8.312398258515851e-32,True
Nguyen-3,7,63aa4c8b7decfb212e9b17cd,63aa4d760dbd306bda7c2a7c,63aa51fa19ac74bd0a914f14,x1 + x1^2 + x1^3 + x1^4 + x1^5,2.710993779176282e-32,2.710993779176282e-32,True
Nguyen-4,7,63aa4c8b9aa9915ada3f7220,63aa4ea68991ac9fbc7c2a4c,63aa521a19ac74bd0a914f2e,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6 + x1^3*exp(x1^3) + x1^9 - x1^3*exp(x1^3) - x1^9,2.351811450467958e-31,2.351811450467958e-31,True
Nguyen-12,6,63aa4d6440145dcdfd3f7473,63aa4e87e30795689f7c2a37,63aa51e94bf9b3f96c915013,sin(x1^3*log(x1)*cos(x1 - exp(x1*x2^2*log(x1)^2*exp(x2^2))) - sin(sin(x2))*cos(sin(cos(cos(x2))))),0.003134285619896787,0.003134285619896787,False
Nguyen-6,7,63aa4c8b95a9f19e3d3f7431,63aa4cecc644f4f2819150c4,63aa52380dbd306bda7c2b5a,sin(x1) + sin(x1 + x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-7,7,63aa4c8b7decfb212e9b17cc,63aa50290dbd306bda7c2aee,63aa523de698aefb42914f29,log(1 + x1 + x1^2 + x1^3),1.725327204385881e-32,1.725327204385881e-32,True
Nguyen-5,7,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa522819ac74bd0a914f4e,sin(sin(sin(cos(x1)*sin(sin(sin(sin(sin(sin(sin(sin(cos(x1)^2*sin(x1^2/cos(x1))/(x1^2) - cos(x1)^2)))))/cos(x1))))))) - cos(x1),3.169487452495644e-05,3.169487452495644e-05,False
Nguyen-9,7,63aa4d30fd56d272529b1acf,63aa4d8cfb3eed86d0065e8f,63aa5255094ab2781b065dd5,sin(x1) + sin(x2^2),4.6529626184605265e-32,4.6529626184605265e-32,True
Nguyen-10,7,63aa4d4fb51dc8ac0a3f71f3,63aa4daafb3eed86d0065eb8,63aa5268d0a1d299a6065dfe,sin(x1 + x2) + sin(x1 - x2),1.998350329364439e-31,1.998350329364439e-31,True
Nguyen-11,7,63aa4d4fafc983806c9b1976,63aa4db0e30795689f7c299b,63aa52798991ac9fbc7c2bc8,exp(x1*cos(x1) + x2*log(x1) + cos(x1)*log(x1) - x1*cos(x1) - cos(x1)*log(x1)),7.83191137814378e-32,7.83191137814378e-32,True
Nguyen-8,7,63aa4c8b07c9d0fcdf3f73ac,63aa50e1094ab2781b065c8b,63aa52448991ac9fbc7c2bb5,log(x1 + exp(x1/(x1 + sin(sin(x1 + (x1*sin(x1)*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4) + sin(x1)*sin(sin(x1))*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4))/(x1 + x1^2*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4) + x1*sin(x1)*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4) + sin(x1)^2*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4) + x1*sin(x1)^2*exp(x1^2*sin(x1)*log(x1 + sin(x1)) + x1*sin(x1)^2*log(x1 + sin(x1)) + x1*log(x1 + sin(x1))^2 + x1^2*sin(x1)*log(x1 + sin(x1))^3 + x1*sin(x1)^2*log(x1 + sin(x1))^3 + x1*log(x1 + sin(x1))^4))))))),0.0005612926527206633,0.0005612926527206633,False
Nguyen-1,8,63aa4c8bdaeddbbfe09b1818,63aa51ebe30795689f7c2ca4,63aa529b19ac74bd0a914fa0,x1 + x1^2 + x1^3,5.208995996872335e-33,5.208995996872335e-33,True
Nguyen-2,8,63aa4c8bdaeddbbfe09b1819,63aa51f1e30795689f7c2cb5,63aa52a519ac74bd0a914fb1,x1 + x1^2 + x1^3 + x1^2*sin(x1) + x1^4 + x1^3*sin(x1) - x1^2*sin(x1) - x1^3*sin(x1),3.817437938179059e-32,3.817437938179059e-32,True
Nguyen-6,8,63aa4c8b95a9f19e3d3f7431,63aa52380dbd306bda7c2b5a,63aa52cde30795689f7c2d32,sin(x1 + x1^2) + sin(x1 + x1^2 - x1^2),4.309040634736071e-33,4.309040634736071e-33,True
Nguyen-5,8,63aa4c8bb51dc8ac0a3f71d0,63aa4e098991ac9fbc7c29fc,63aa52c619ac74bd0a914fdb,cos(x1)*sin(x1^2) - cos(x1^2 - x1^2),2.0524541829413397e-31,2.0524541829413397e-31,True
Nguyen-3,8,63aa4c8b7decfb212e9b17cd,63aa51fa19ac74bd0a914f14,63aa52aad0a1d299a6065e1a,x1 + x1^2*exp(x1) + x1*exp(sin(x1))*sin(x1^3) + x1^3*exp(x1^2*exp(x1)) - x1^3*sin(sin(x1)) - x1^3*exp(x1^2*exp(x1)),0.0004925659741733491,0.0004925659741733491,False
Nguyen-4,8,63aa4c8b9aa9915ada3f7220,63aa521a19ac74bd0a914f2e,63aa52b80dbd306bda7c2b77,x1 + x1^2 + x1^3 + x1^4 + x1^5 + x1^6,2.3501330681894087e-31,2.3501330681894087e-31,True
Nguyen-12,7,63aa4d6440145dcdfd3f7473,63aa4e87e30795689f7c2a37,63aa5295094ab2781b065e06,x1^2*log(x1)*sin(x1^2) - sin(sin(sin(x2)))*cos(x2 + x1*x2^3*log(x1) + x1*x2^4*log(sin(x2)) + x1*x2^3*log(x1)*log(sin(x2)) + x1*x2^6*log(x1)^2*log(sin(x2)) + log(x1)^3*log(sin(x2))*sin(x1^2*x2^2 + x1^4*x2*log(sin(x2)))),0.007366570944227194,0.007366570944227194,False
